45.203,15.511,15.511,0.000,15.512,45.203,45.203,44.280,1756405700.725
48.441,15.126,15.126,0.000,16.164,48.441,48.441,47.962,1756405701.725
51.066,14.934,14.934,0.000,16.164,51.066,51.066,51.066,1756405702.742
41.350,15.183,15.183,0.000,16.164,41.350,41.350,41.350,1756405703.830
46.622,14.566,14.566,0.000,16.164,46.622,46.622,46.622,1756405704.844
60.591,15.031,15.031,0.000,16.164,60.591,60.591,60.591,1756405705.860
60.217,15.304,15.304,0.000,16.164,60.217,60.217,60.217,1756405706.872
60.247,15.365,15.365,0.000,16.164,60.247,60.247,60.247,1756405707.887
60.020,15.011,15.011,0.000,16.164,60.020,60.020,60.020,1756405708.888
60.020,14.494,14.494,0.000,16.164,60.020,60.020,60.020,1756405709.904
57.949,14.105,14.105,0.000,16.164,57.949,57.949,57.949,1756405710.907
55.583,13.095,13.095,0.000,16.164,55.583,55.583,55.583,1756405711.920
53.228,12.216,12.216,0.000,16.164,53.228,53.228,53.228,1756405712.936
52.553,11.471,11.471,0.000,16.164,52.553,52.553,52.553,1756405713.938
54.699,10.836,10.836,0.000,16.164,54.699,54.699,54.699,1756405714.947
56.436,10.270,10.270,0.000,16.164,56.436,56.436,56.436,1756405715.959
51.193,10.259,10.259,0.000,16.164,51.193,51.193,51.193,1756405716.969
47.572,10.179,10.179,0.000,16.164,47.572,47.572,47.572,1756405718.000
41.707,10.023,10.023,0.000,16.164,41.707,41.707,41.707,1756405719.032
37.894,9.840,9.840,0.000,16.164,37.894,37.894,37.894,1756405720.038
51.320,9.876,9.876,0.000,16.164,51.320,51.320,51.320,1756405721.039
59.990,9.947,9.947,0.000,16.164,59.990,59.990,59.990,1756405722.056
59.377,10.064,10.064,0.000,16.164,59.377,59.377,59.377,1756405723.061
59.028,10.295,10.295,0.000,16.164,59.028,59.028,59.028,1756405724.074
56.622,10.434,10.434,0.000,16.164,56.622,56.622,56.622,1756405725.093
49.756,10.499,10.499,0.000,16.164,49.756,49.756,49.756,1756405726.124
43.162,10.523,10.523,0.000,16.164,43.162,43.162,43.162,1756405727.156
37.342,10.371,10.371,0.000,16.164,37.342,37.342,37.342,1756405728.187
34.247,10.212,10.212,0.000,16.164,34.247,34.247,34.247,1756405729.201
46.328,9.800,9.800,0.000,16.164,46.328,46.328,46.328,1756405730.216
58.214,9.663,9.663,0.000,15.575,58.214,58.214,58.214,1756405731.228
59.145,9.540,9.540,0.000,15.575,59.145,59.145,59.145,1756405732.229
59.960,9.602,9.602,0.000,15.575,59.960,59.960,59.960,1756405733.246
52.163,9.726,9.726,0.000,15.575,52.163,52.163,52.134,1756405733.883
55.118,0.584,0.584,0.000,0.584,55.118,55.118,55.118,1756405746.346
57.607,5.332,5.332,0.000,5.332,57.607,57.607,57.607,1756405747.361
60.099,6.850,6.850,0.000,6.850,60.099,60.099,60.099,1756405748.377
60.039,8.012,8.012,0.000,8.012,60.039,60.039,60.039,1756405749.394
59.990,10.231,10.231,0.000,10.231,59.990,59.990,59.990,1756405750.394
60.020,9.980,9.980,0.000,10.281,60.020,60.020,60.020,1756405751.410
60.069,9.569,9.569,0.000,10.281,60.069,60.069,60.069,1756405752.427
59.980,11.364,11.364,0.000,11.364,59.980,59.980,59.980,1756405753.444
59.142,12.593,12.593,0.000,12.593,59.142,59.142,59.142,1756405754.456
59.175,13.849,13.849,0.000,13.849,59.175,59.175,59.175,1756405755.456
60.050,14.185,14.185,0.000,14.195,60.050,60.050,60.050,1756405756.472
53.405,13.778,13.778,0.000,14.385,53.405,53.405,53.405,1756405757.498
49.510,12.755,12.755,0.000,14.385,49.510,49.510,49.510,1756405758.513
56.130,11.887,11.887,0.000,14.385,56.130,56.130,56.130,1756405759.530
60.010,12.306,12.306,0.000,14.385,60.010,60.010,60.010,1756405760.546
60.039,12.544,12.544,0.000,14.385,60.039,60.039,60.039,1756405761.563
59.990,12.709,12.709,0.000,14.385,59.990,59.990,59.990,1756405762.564
59.990,12.716,12.716,0.000,14.385,59.990,59.990,59.990,1756405763.581
60.039,13.023,13.023,0.000,14.385,60.039,60.039,60.039,1756405764.596
60.020,13.390,13.390,0.000,14.385,60.020,60.020,60.020,1756405765.597
60.050,13.824,13.824,0.000,14.385,60.050,60.050,60.050,1756405766.613
60.039,14.245,14.245,0.000,14.385,60.039,60.039,60.039,1756405767.630
59.990,14.650,14.650,0.000,14.638,59.990,59.990,59.990,1756405768.630
60.020,15.000,15.000,0.000,15.000,60.020,60.020,60.020,1756405769.646
60.010,15.331,15.331,0.000,15.331,60.010,60.010,60.010,1756405770.664
60.039,15.628,15.628,0.000,15.628,60.039,60.039,60.039,1756405771.680
60.039,15.893,15.893,0.000,15.903,60.039,60.039,60.039,1756405772.697
59.990,16.152,16.152,0.000,16.161,59.990,59.990,59.990,1756405773.697
60.000,16.405,16.405,0.000,16.405,60.000,60.000,60.000,1756405774.698
60.050,16.829,16.829,0.000,16.830,60.050,60.050,60.050,1756405775.713
60.050,17.293,17.293,0.000,17.293,60.050,60.050,60.050,1756405776.714
59.990,17.744,17.744,0.000,17.749,59.990,59.990,59.990,1756405777.730
60.247,18.196,18.196,0.000,18.196,60.247,60.247,60.247,1756405778.746
60.039,18.294,18.294,0.000,18.278,60.039,60.039,60.039,1756405779.764
60.039,18.755,18.755,0.000,18.755,60.039,60.039,60.039,1756405780.780
60.010,19.384,19.384,0.000,19.384,60.010,60.010,60.010,1756405781.797
59.990,19.385,19.385,0.000,19.385,59.990,59.990,59.990,1756405782.798
60.020,19.347,19.347,0.000,19.385,60.020,60.020,60.020,1756405783.813
60.010,19.297,19.297,0.000,19.399,60.010,60.010,60.010,1756405784.831
60.010,19.462,19.462,0.000,19.462,60.010,60.010,60.010,1756405785.846
60.050,19.846,19.846,0.000,19.856,60.050,60.050,60.050,1756405786.846
59.990,20.631,20.631,0.000,20.631,59.990,59.990,59.990,1756405787.864
60.039,21.384,21.384,0.000,21.386,60.039,60.039,60.039,1756405788.880
60.039,21.658,21.658,0.000,21.674,60.039,60.039,60.039,1756405789.897
60.039,21.864,21.864,0.000,21.864,60.039,60.039,60.039,1756405790.913
60.020,22.135,22.135,0.000,22.136,60.020,60.020,60.020,1756405791.913
60.020,22.416,22.416,0.000,22.417,60.020,60.020,60.020,1756405792.930
60.020,22.681,22.681,0.000,22.705,60.020,60.020,60.020,1756405793.930
60.000,22.769,22.769,0.000,22.769,60.000,60.000,60.000,1756405794.931
60.050,22.773,22.773,0.000,22.789,60.050,60.050,60.050,1756405795.946
60.069,22.783,22.783,0.000,22.795,60.069,60.069,60.069,1756405796.964
60.039,22.778,22.778,0.000,22.795,60.039,60.039,60.039,1756405797.980
60.039,22.769,22.769,0.000,22.795,60.039,60.039,60.039,1756405798.997
59.990,22.781,22.781,0.000,22.795,59.990,59.990,59.990,1756405799.997
60.050,22.783,22.783,0.000,22.795,60.050,60.050,60.050,1756405801.013
60.039,22.773,22.773,0.000,22.795,60.039,60.039,60.039,1756405802.030
60.020,22.771,22.771,0.000,22.795,60.020,60.020,60.020,1756405803.030
60.020,22.782,22.782,0.000,22.795,60.020,60.020,60.020,1756405804.046
60.050,22.774,22.774,0.000,22.795,60.050,60.050,60.050,1756405805.047
59.990,22.782,22.782,0.000,22.795,59.990,59.990,59.990,1756405806.064
60.039,22.775,22.775,0.000,22.795,60.039,60.039,60.039,1756405807.080
60.039,22.788,22.788,0.000,22.795,60.039,60.039,60.039,1756405808.097
60.039,22.772,22.772,0.000,22.795,60.039,60.039,60.039,1756405809.113
60.010,22.784,22.784,0.000,22.795,60.010,60.010,60.010,1756405810.131
60.010,22.780,22.780,0.000,22.795,60.010,60.010,60.010,1756405811.147
